Name,id,Health Labels,Ingredients_with_weights,Ingredients_only,raw_ingr
Turkey Club Pizza,e17122,"['SUGAR_CONSCIOUS', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE', 'SULPHITE_FREE']","['33.31 grams Pizza Crust', '6.01 grams Mayonnaise', '0.21 grams Lemon Zest', '13.74 grams Jack Cheese', '0.28 grams Basil', '11.8 grams Turkey Breast', '18.11 grams Bacon', '9.68 grams Plum Tomatoes', '6.87 grams Swiss Cheese']","['Pizza Crust', 'Bacon', 'Jack Cheese', 'Swiss Cheese', 'Basil', 'Plum Tomatoes', 'Lemon Zest', 'Mayonnaise', 'Turkey Breast']","[{'retainedWeight': 33.30564480694991, 'exactFood': 'Pizza Crust'}, {'retainedWeight': 6.010628086254242, 'exactFood': 'Mayonnaise'}, {'retainedWeight': 0.20816028004343692, 'exactFood': 'Lemon Zest'}, {'retainedWeight': 13.738578482866837, 'exactFood': 'Jack Cheese'}, {'retainedWeight': 0.2758123710575539, 'exactFood': 'Basil'}, {'retainedWeight': 11.802489345595783, 'exactFood': 'Turkey Breast'}, {'retainedWeight': 18.10994436377901, 'exactFood': 'Bacon'}, {'retainedWeight': 9.679453022019818, 'exactFood': 'Plum Tomatoes'}, {'retainedWeight': 6.869289241433418, 'exactFood': 'Swiss Cheese'}]"
Apple Bourbon Cake,e71726,"['LOW_POTASSIUM', 'KIDNEY_FRIENDLY', 'VEGETARIAN', 'PESCATARIAN', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'PORK_FREE', 'RED_MEAT_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'KOSHER']","['9.0 grams unsalted butter', '4.96 grams all-purpose flour', '4.12 grams grits', '0.27 grams baking powder', '0.48 grams salt', '7.93 grams eggs', '11.89 grams sugar', '3.31 grams bourbon', '0.33 grams vanilla extract', '57.72 grams apples']","['sugar', 'all-purpose flour', 'baking powder', 'grits', 'eggs', 'bourbon', 'unsalted butter', 'salt', 'apples', 'vanilla extract']","[{'retainedWeight': 8.998295477073249, 'exactFood': 'unsalted butter'}, {'retainedWeight': 4.955008522617428, 'exactFood': 'all-purpose flour'}, {'retainedWeight': 4.1225670908177, 'exactFood': 'grits'}, {'retainedWeight': 0.273516470448482, 'exactFood': 'baking powder'}, {'retainedWeight': 0.47568081817127306, 'exactFood': 'salt'}, {'retainedWeight': 7.928013636187885, 'exactFood': 'eggs'}, {'retainedWeight': 11.892020454281827, 'exactFood': 'sugar'}, {'retainedWeight': 3.3059816862344538, 'exactFood': 'bourbon'}, {'retainedWeight': 0.3329765727198912, 'exactFood': 'vanilla extract'}, {'retainedWeight': 57.7159392714478, 'exactFood': 'apples'}]"
Creamy Herbed Chicken And Mushrooms With Rice,e67837,"['MEDITERRANEAN', 'GLUTEN_FREE', 'WHEAT_FREE', 'EGG_FREE', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'PORK_FREE', 'RED_MEAT_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE', 'NO_SUGAR_ADDED']","['42.82 grams chicken stock', '9.76 grams long grain rice', '0.59 grams oil', '21.1 grams chicken breast', '8.44 grams button mushrooms', '5.28 grams onion', '0.03 grams thyme', '0.3 grams cornflour', '8.44 grams green beans', '3.24 grams sour cream']","['green beans', 'button mushrooms', 'oil', 'chicken stock', 'sour cream', 'onion', 'chicken breast', 'long grain rice', 'cornflour', 'thyme']","[{'retainedWeight': 42.815886642131716, 'exactFood': 'chicken stock'}, {'retainedWeight': 9.760421855450428, 'exactFood': 'long grain rice'}, {'retainedWeight': 0.5909012150326746, 'exactFood': 'oil'}, {'retainedWeight': 21.10361482259552, 'exactFood': 'chicken breast'}, {'retainedWeight': 8.441445929038208, 'exactFood': 'button mushrooms'}, {'retainedWeight': 5.27590370564888, 'exactFood': 'onion'}, {'retainedWeight': 0.03376578371615283, 'exactFood': 'thyme'}, {'retainedWeight': 0.3007265112169018, 'exactFood': 'cornflour'}, {'retainedWeight': 8.441445929038208, 'exactFood': 'green beans'}, {'retainedWeight': 3.2358876061313127, 'exactFood': 'sour cream'}]"
Bourbon Apple Pie,e58947,"['VEGETARIAN', 'PESCATARIAN', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'PORK_FREE', 'RED_MEAT_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'KOSHER']","['73.56 grams Granny Smith apples', '0.82 grams lemon juice', '2.97 grams brown sugar', '2.7 grams granulated sugar', '0.14 grams cinnamon', '0.05 grams pie spice', '0.03 grams nutmeg', '0.07 grams sea salt', '1.54 grams unsalted butter', '0.86 grams starch', '1.0 grams bourbon', '12.38 grams double pie crust', '3.2 grams water', '0.68 grams granulated sugar']","['cinnamon', 'sea salt', 'Granny Smith apples', 'nutmeg', 'starch', 'granulated sugar', 'water', 'bourbon', 'unsalted butter', 'double pie crust', 'lemon juice', 'pie spice', 'brown sugar']","[{'retainedWeight': 73.5585419202945, 'exactFood': 'Granny Smith apples'}, {'retainedWeight': 0.8243581965201692, 'exactFood': 'lemon juice'}, {'retainedWeight': 2.9730951350410337, 'exactFood': 'brown sugar'}, {'retainedWeight': 2.7028137591282126, 'exactFood': 'granulated sugar'}, {'retainedWeight': 0.14054631547466706, 'exactFood': 'cinnamon'}, {'retainedWeight': 0.04594783390517961, 'exactFood': 'pie spice'}, {'retainedWeight': 0.029730951350410338, 'exactFood': 'nutmeg'}, {'retainedWeight': 0.06559954228216827, 'exactFood': 'sea salt'}, {'retainedWeight': 1.5351982151848247, 'exactFood': 'unsalted butter'}, {'retainedWeight': 0.8649004029064052, 'exactFood': 'starch'}, {'retainedWeight': 1.0018429667676718, 'exactFood': 'bourbon'}, {'retainedWeight': 12.378887016807212, 'exactFood': 'double pie crust'}, {'retainedWeight': 3.202834304566932, 'exactFood': 'water'}, {'retainedWeight': 0.6757034397706311, 'exactFood': 'granulated sugar'}]"
S'mores Ice Cream Pie With Warm Milk Chocolate Sauce,e39920,"['EGG_FREE', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'PORK_FREE', 'RED_MEAT_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE']","['1.34 grams vegetable oil', '5.94 grams cracker crumbs', '6.49 grams unsalted butter', '40.21 grams chocolate ice cream', '12.79 grams graham crackers', '5.71 grams marshmallow', '7.62 grams marshmallows', '9.1 grams whipping cream', '10.8 grams milk chocolate']","['marshmallow', 'whipping cream', 'chocolate ice cream', 'marshmallows', 'graham crackers', 'vegetable oil', 'milk chocolate', 'unsalted butter', 'cracker crumbs']","[{'retainedWeight': 1.3417521704814521, 'exactFood': 'vegetable oil'}, {'retainedWeight': 5.940296803888717, 'exactFood': 'cracker crumbs'}, {'retainedWeight': 6.488631893478444, 'exactFood': 'unsalted butter'}, {'retainedWeight': 40.2112399032467, 'exactFood': 'chocolate ice cream'}, {'retainedWeight': 12.794485423760314, 'exactFood': 'graham crackers'}, {'retainedWeight': 5.711823849892998, 'exactFood': 'marshmallow'}, {'retainedWeight': 7.6157651331906635, 'exactFood': 'marshmallows'}, {'retainedWeight': 9.100839334162842, 'exactFood': 'whipping cream'}, {'retainedWeight': 10.795165487897872, 'exactFood': 'milk chocolate'}]"
Mussels With Tomatoes And White Wine,e71547,"['PESCATARIAN', 'PALEO', 'MEDITERRANEAN', 'DAIRY_FREE', 'GLUTEN_FREE', 'WHEAT_FREE', 'EGG_FREE', 'MILK_FREE', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'FISH_FREE', 'PORK_FREE', 'RED_MEAT_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE']","['64.69 grams Mussels', '4.04 grams Onion', '0.19 grams Garlic', '0.97 grams Scallions', '1.97 grams Carrot', '19.89 grams Tomatoes', '1.31 grams Olive oil', '0.06 grams Basil', '6.43 grams dry White wine', '0.11 grams Sea salt', '0.3 grams Pepper', '0.02 grams Basil']","['Onion', 'Garlic', 'Tomatoes', 'Scallions', 'Mussels', 'Olive oil', 'Carrot', 'Basil', 'Sea salt', 'Pepper', 'dry White wine']","[{'retainedWeight': 64.69174728226031, 'exactFood': 'Mussels'}, {'retainedWeight': 4.043234205141269, 'exactFood': 'Onion'}, {'retainedWeight': 0.19407524184678093, 'exactFood': 'Garlic'}, {'retainedWeight': 0.9703762092339046, 'exactFood': 'Scallions'}, {'retainedWeight': 1.9730982921089393, 'exactFood': 'Carrot'}, {'retainedWeight': 19.892712289295044, 'exactFood': 'Tomatoes'}, {'retainedWeight': 1.3100078824657713, 'exactFood': 'Olive oil'}, {'retainedWeight': 0.0646917472822603, 'exactFood': 'Basil'}, {'retainedWeight': 6.431215340999266, 'exactFood': 'dry White wine'}, {'retainedWeight': 0.1139065782635285, 'exactFood': 'Sea salt'}, {'retainedWeight': 0.29876199428236233, 'exactFood': 'Pepper'}, {'retainedWeight': 0.016172936820565077, 'exactFood': 'Basil'}]"
Baked Egg Boats,e44787,"['PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE', 'NO_OIL_ADDED', 'SULPHITE_FREE']","['69.65 grams baguettes', '12.48 grams eggs', '4.6 grams heavy cream', '6.58 grams pancetta', '4.94 grams Gruyere cheese', '1.74 grams green onions']","['pancetta', 'green onions', 'eggs', 'baguettes', 'heavy cream', 'Gruyere cheese']","[{'retainedWeight': 69.65486036160327, 'exactFood': 'baguettes'}, {'retainedWeight': 12.479829148120585, 'exactFood': 'eggs'}, {'retainedWeight': 4.604960212794882, 'exactFood': 'heavy cream'}, {'retainedWeight': 6.582273581966392, 'exactFood': 'pancetta'}, {'retainedWeight': 4.936705186474795, 'exactFood': 'Gruyere cheese'}, {'retainedWeight': 1.7413715090400816, 'exactFood': 'green onions'}]"
Bacon Cheeseburger Meatloaf,e25312,"['SUGAR_CONSCIOUS', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'SHELLFISH_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE', 'SULPHITE_FREE']","['22.54 grams bacon', '22.54 grams ground chuck', '22.54 grams ground pork', '11.27 grams cheddar cheese', '4.97 grams eggs', '5.63 grams garlic croutons', '2.53 grams ketchup', '0.77 grams mustard', '0.03 grams liquid smoke', '0.0 grams sea salt', '0.06 grams black pepper', '2.98 grams ketchup', '0.52 grams agave nectar', '0.03 grams Tabasco', '0.03 grams liquid smoke', '0.04 grams worcestershire sauce', '0.01 grams cumin', '0.01 grams mustard powder', '3.52 grams fried onions']","['cheddar cheese', 'liquid smoke', 'mustard', 'ketchup', 'sea salt', 'ground chuck', 'eggs', 'Tabasco', 'worcestershire sauce', 'mustard powder', 'fried onions', 'ground pork', 'black pepper', 'agave nectar', 'garlic croutons', 'bacon', 'cumin']","[{'retainedWeight': 22.535953805318652, 'exactFood': 'bacon'}, {'retainedWeight': 22.535953805318652, 'exactFood': 'ground chuck'}, {'retainedWeight': 22.535953805318652, 'exactFood': 'ground pork'}, {'retainedWeight': 11.267976902659326, 'exactFood': 'cheddar cheese'}, {'retainedWeight': 4.96832735641445, 'exactFood': 'eggs'}, {'retainedWeight': 5.633988451329663, 'exactFood': 'garlic croutons'}, {'retainedWeight': 2.5338469517713698, 'exactFood': 'ketchup'}, {'retainedWeight': 0.7731959448289272, 'exactFood': 'mustard'}, {'retainedWeight': 0.030610620028627605, 'exactFood': 'liquid smoke'}, {'retainedWeight': 0.0, 'exactFood': 'sea salt'}, {'retainedWeight': 0.057135764598766174, 'exactFood': 'black pepper'}, {'retainedWeight': 2.98099641384867, 'exactFood': 'ketchup'}, {'retainedWeight': 0.5167060450933108, 'exactFood': 'agave nectar'}, {'retainedWeight': 0.02918892320709095, 'exactFood': 'Tabasco'}, {'retainedWeight': 0.03061061997894433, 'exactFood': 'liquid smoke'}, {'retainedWeight': 0.035580469336689485, 'exactFood': 'worcestershire sauce'}, {'retainedWeight': 0.0062104092034980215, 'exactFood': 'cumin'}, {'retainedWeight': 0.006520929663672922, 'exactFood': 'mustard powder'}, {'retainedWeight': 3.5212427820810395, 'exactFood': 'fried onions'}]"
Salt And Pepper Pork Chops,e21792,"['SUGAR_CONSCIOUS', 'DAIRY_FREE', 'EGG_FREE', 'MILK_FREE', 'PEANUT_FREE', 'TREE_NUT_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE']","['50.56 grams pork chops', '0.51 grams garlic', '3.27 grams cooking wine', '0.51 grams light soy sauce', '0.42 grams sea salt', '0.27 grams white pepper', '3.61 grams cornstarch', '3.53 grams flour', '2.54 grams green onions', '10.16 grams bird chilis', '24.62 grams canola oil']","['cornstarch', 'pork chops', 'sea salt', 'flour', 'green onions', 'cooking wine', 'white pepper', 'garlic', 'light soy sauce', 'canola oil', 'bird chilis']","[{'retainedWeight': 50.557323987646, 'exactFood': 'pork chops'}, {'retainedWeight': 0.5081138089210653, 'exactFood': 'garlic'}, {'retainedWeight': 3.274511212991503, 'exactFood': 'cooking wine'}, {'retainedWeight': 0.5081138089210653, 'exactFood': 'light soy sauce'}, {'retainedWeight': 0.42098486950259273, 'exactFood': 'sea salt'}, {'retainedWeight': 0.2709940314245682, 'exactFood': 'white pepper'}, {'retainedWeight': 3.6132537523275756, 'exactFood': 'cornstarch'}, {'retainedWeight': 3.528568117507398, 'exactFood': 'flour'}, {'retainedWeight': 2.5405690446053266, 'exactFood': 'green onions'}, {'retainedWeight': 10.162276178421306, 'exactFood': 'bird chilis'}, {'retainedWeight': 24.615291187731607, 'exactFood': 'canola oil'}]"
Pumpkin Spiced Biscotti,e02633,"['LOW_POTASSIUM', 'KIDNEY_FRIENDLY', 'VEGETARIAN', 'PESCATARIAN', 'PEANUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'PORK_FREE', 'RED_MEAT_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE', 'KOSHER']","['6.39 grams Eggs', '13.64 grams Pumpkin Puree', '0.97 grams Vanilla Extract', '0.04 grams Ground Nutmeg', '0.04 grams Ground Cloves', '0.04 grams Allspice', '0.07 grams Ground Ginger', '0.19 grams Cinnamon', '0.19 grams Salt', '34.8 grams Flour', '16.15 grams Brown Sugar', '0.34 grams Baking Powder', '0.34 grams Baking Soda', '2.02 grams Pecans', '1.57 grams Crystallized Ginger', '23.15 grams White Chocolate', '0.06 grams Pumpkin Pie Spice']","['Pumpkin Pie Spice', 'Crystallized Ginger', 'Pumpkin Puree', 'Vanilla Extract', 'Cinnamon', 'Ground Nutmeg', 'White Chocolate', 'Brown Sugar', 'Allspice', 'Baking Soda', 'Flour', 'Ground Cloves', 'Pecans', 'Ground Ginger', 'Eggs', 'Salt', 'Baking Powder']","[{'retainedWeight': 6.385211158317782, 'exactFood': 'Eggs'}, {'retainedWeight': 13.642820352801076, 'exactFood': 'Pumpkin Puree'}, {'retainedWeight': 0.9652063378852461, 'exactFood': 'Vanilla Extract'}, {'retainedWeight': 0.040835652756683494, 'exactFood': 'Ground Nutmeg'}, {'retainedWeight': 0.03897948672228879, 'exactFood': 'Ground Cloves'}, {'retainedWeight': 0.035267154653499375, 'exactFood': 'Allspice'}, {'retainedWeight': 0.06682197723820935, 'exactFood': 'Ground Ginger'}, {'retainedWeight': 0.19304126757704923, 'exactFood': 'Cinnamon'}, {'retainedWeight': 0.19109351010120348, 'exactFood': 'Salt'}, {'retainedWeight': 34.803113144900706, 'exactFood': 'Flour'}, {'retainedWeight': 16.148644499233928, 'exactFood': 'Brown Sugar'}, {'retainedWeight': 0.34153455032862556, 'exactFood': 'Baking Powder'}, {'retainedWeight': 0.34153455032862556, 'exactFood': 'Baking Soda'}, {'retainedWeight': 2.0232209774902277, 'exactFood': 'Pecans'}, {'retainedWeight': 1.566140091494048, 'exactFood': 'Crystallized Ginger'}, {'retainedWeight': 23.153425643001377, 'exactFood': 'White Chocolate'}, {'retainedWeight': 0.06310964516941994, 'exactFood': 'Pumpkin Pie Spice'}]"
Cream Cheese Lasagna,e42243,"['PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE', 'NO_SUGAR_ADDED', 'SULPHITE_FREE']","['17.94 grams ground beef', '3.16 grams onion', '8.97 grams tomato sauce', '6.73 grams tomato paste', '2.34 grams water', '0.06 grams dried parsley', '0.08 grams Italian seasoning', '0.2 grams beef bouillon', '0.03 grams garlic powder', '8.97 grams cream cheese', '8.9 grams cottage cheese', '2.27 grams sour cream', '3.4 grams eggs', '8.97 grams lasagna noodles', '4.48 grams pepperoni', '20.55 grams mozzarella cheese', '2.94 grams parmesan cheese']","['parmesan cheese', 'garlic powder', 'Italian seasoning', 'water', 'eggs', 'lasagna noodles', 'dried parsley', 'beef bouillon', 'ground beef', 'onion', 'cottage cheese', 'sour cream', 'mozzarella cheese', 'tomato sauce', 'tomato paste', 'cream cheese', 'pepperoni']","[{'retainedWeight': 17.9377388397402, 'exactFood': 'ground beef'}, {'retainedWeight': 3.1636755864725323, 'exactFood': 'onion'}, {'retainedWeight': 8.9688694198701, 'exactFood': 'tomato sauce'}, {'retainedWeight': 6.7266520649025745, 'exactFood': 'tomato paste'}, {'retainedWeight': 2.3430972312312193, 'exactFood': 'water'}, {'retainedWeight': 0.06327351172945066, 'exactFood': 'dried parsley'}, {'retainedWeight': 0.07909188966181331, 'exactFood': 'Italian seasoning'}, {'retainedWeight': 0.19772972416456233, 'exactFood': 'beef bouillon'}, {'retainedWeight': 0.030648107243952658, 'exactFood': 'garlic powder'}, {'retainedWeight': 8.9688694198701, 'exactFood': 'cream cheese'}, {'retainedWeight': 8.897837586953997, 'exactFood': 'cottage cheese'}, {'retainedWeight': 2.2738918277771325, 'exactFood': 'sour cream'}, {'retainedWeight': 3.400951255457972, 'exactFood': 'eggs'}, {'retainedWeight': 8.9688694198701, 'exactFood': 'lasagna noodles'}, {'retainedWeight': 4.48443470993505, 'exactFood': 'pepperoni'}, {'retainedWeight': 20.554004825863736, 'exactFood': 'mozzarella cheese'}, {'retainedWeight': 2.9403645792555064, 'exactFood': 'parmesan cheese'}]"
Beer Cheese Potato Soup,e30967,"['EGG_FREE', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'SHELLFISH_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE']","['38.92 grams potatoes', '3.0 grams onion', '20.34 grams water', '15.7 grams 2% milk', '10.3 grams chicken broth', '1.46 grams Worcestershire sauce', '0.41 grams chicken bouillon', '0.08 grams salt', '0.04 grams ground mustard', '0.05 grams white pepper', '9.7 grams cheddar cheese', '0.0 grams croutons', '0.0 grams cooked bacon']","['chicken bouillon', 'ground mustard', 'cheddar cheese', '2% milk', 'water', 'croutons', 'Worcestershire sauce', 'white pepper', 'onion', 'salt', 'chicken broth', 'cooked bacon', 'potatoes']","[{'retainedWeight': 38.92038844759427, 'exactFood': 'potatoes'}, {'retainedWeight': 3.003166908794783, 'exactFood': 'onion'}, {'retainedWeight': 20.335730210981815, 'exactFood': 'water'}, {'retainedWeight': 15.70227269455558, 'exactFood': '2% milk'}, {'retainedWeight': 10.29657225872497, 'exactFood': 'chicken broth'}, {'retainedWeight': 1.4586810699860375, 'exactFood': 'Worcestershire sauce'}, {'retainedWeight': 0.4118628903489988, 'exactFood': 'chicken bouillon'}, {'retainedWeight': 0.08100139634255266, 'exactFood': 'salt'}, {'retainedWeight': 0.04290238441135404, 'exactFood': 'ground mustard'}, {'retainedWeight': 0.05148286129362485, 'exactFood': 'white pepper'}, {'retainedWeight': 9.695938876966014, 'exactFood': 'cheddar cheese'}, {'retainedWeight': 0.0, 'exactFood': 'croutons'}, {'retainedWeight': 0.0, 'exactFood': 'cooked bacon'}]"
Browned Butter Frosting,e25459,"['LOW_POTASSIUM', 'KIDNEY_FRIENDLY', 'VEGETARIAN', 'PESCATARIAN', 'GLUTEN_FREE', 'WHEAT_FREE', 'EGG_FREE', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'PORK_FREE', 'RED_MEAT_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE', 'KOSHER']","['30.44 grams butter', '60.82 grams powdered sugar', '8.18 grams milk', '0.56 grams vanilla extract']","['powdered sugar', 'vanilla extract', 'butter', 'milk']","[{'retainedWeight': 30.43742590179623, 'exactFood': 'butter'}, {'retainedWeight': 60.82019449997859, 'exactFood': 'powdered sugar'}, {'retainedWeight': 8.179220176253613, 'exactFood': 'milk'}, {'retainedWeight': 0.5631594219715602, 'exactFood': 'vanilla extract'}]"
Sesame Udon Noodles,e50750,"['VEGAN', 'VEGETARIAN', 'PESCATARIAN', 'DAIRY_FREE', 'EGG_FREE', 'MILK_FREE', 'TREE_NUT_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'PORK_FREE', 'RED_MEAT_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE', 'NO_SUGAR_ADDED', 'KOSHER']","['0.67 grams Garlic', '0.67 grams Ginger Root', '7.09 grams Soy Sauce', '4.97 grams Rice Vinegar', '6.01 grams Peanut Oil', '4.54 grams Sesame Oil', '0.07 grams Pepper Sauce', '6.47 grams Green Bell Pepper', '6.62 grams Red Bell Pepper', '10.35 grams Yellow Bell Pepper', '6.67 grams Green Onion', '21.8 grams Snap Peas', '2.0 grams Sesame Seeds', '22.08 grams Udon Noodles']","['Ginger Root', 'Green Bell Pepper', 'Sesame Oil', 'Garlic', 'Red Bell Pepper', 'Sesame Seeds', 'Pepper Sauce', 'Rice Vinegar', 'Snap Peas', 'Yellow Bell Pepper', 'Udon Noodles', 'Soy Sauce', 'Peanut Oil', 'Green Onion']","[{'retainedWeight': 0.6674612375023362, 'exactFood': 'Garlic'}, {'retainedWeight': 0.6674612374910517, 'exactFood': 'Ginger Root'}, {'retainedWeight': 7.091775648462322, 'exactFood': 'Soy Sauce'}, {'retainedWeight': 4.972586219392405, 'exactFood': 'Rice Vinegar'}, {'retainedWeight': 6.007151137521026, 'exactFood': 'Peanut Oil'}, {'retainedWeight': 4.538736415015886, 'exactFood': 'Sesame Oil'}, {'retainedWeight': 0.06535557947891786, 'exactFood': 'Pepper Sauce'}, {'retainedWeight': 6.468193807129121, 'exactFood': 'Green Bell Pepper'}, {'retainedWeight': 6.618990605231501, 'exactFood': 'Red Bell Pepper'}, {'retainedWeight': 10.34564918128621, 'exactFood': 'Yellow Bell Pepper'}, {'retainedWeight': 6.6746123750233615, 'exactFood': 'Green Onion'}, {'retainedWeight': 21.80373375840965, 'exactFood': 'Snap Peas'}, {'retainedWeight': 2.0023837125070085, 'exactFood': 'Sesame Seeds'}, {'retainedWeight': 22.0759090855492, 'exactFood': 'Udon Noodles'}]"
Summer Beet Salad,e15612,"['VEGETARIAN', 'PESCATARIAN', 'MEDITERRANEAN', 'GLUTEN_FREE', 'WHEAT_FREE', 'EGG_FREE', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'PORK_FREE', 'RED_MEAT_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE', 'NO_SUGAR_ADDED', 'SULPHITE_FREE', 'KOSHER']","['41.71 grams beets', '5.15 grams extra-virgin olive oil', '4.07 grams balsamic vinegar', '0.64 grams Dijon mustard', '19.55 grams tomatoes', '22.25 grams cherry tomatoes', '0.85 grams arugula', '5.41 grams blue cheese', '0.31 grams kosher salt', '0.07 grams black pepper']","['balsamic vinegar', 'blue cheese', 'cherry tomatoes', 'black pepper', 'kosher salt', 'extra-virgin olive oil', 'tomatoes', 'beets', 'arugula', 'Dijon mustard']","[{'retainedWeight': 41.70677156932063, 'exactFood': 'beets'}, {'retainedWeight': 5.149769050480139, 'exactFood': 'extra-virgin olive oil'}, {'retainedWeight': 4.068953323836159, 'exactFood': 'balsamic vinegar'}, {'retainedWeight': 0.6357739568493999, 'exactFood': 'Dijon mustard'}, {'retainedWeight': 19.550049173119046, 'exactFood': 'tomatoes'}, {'retainedWeight': 22.252088489728997, 'exactFood': 'cherry tomatoes'}, {'retainedWeight': 0.8476986091325324, 'exactFood': 'arugula'}, {'retainedWeight': 5.407166547592444, 'exactFood': 'blue cheese'}, {'retainedWeight': 0.30861527490296614, 'exactFood': 'kosher salt'}, {'retainedWeight': 0.07311400503768098, 'exactFood': 'black pepper'}]"
